Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 195 WISE COUNTY,0302,302 - EAST STONE GAP,"2,851",91,"2,942",11,2,,12,"23,473",758,"24,231",110,20,1,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 195 WISE COUNTY,0401,401 - CLINCH VALLEY,"2,410",71,"2,481",19,2,,12,"23,473",758,"24,231",110,20,1,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 195 WISE COUNTY,0402,402 - SOUTH COEBURN,"2,720",102,"2,822",15,2,,12,"23,473",758,"24,231",110,20,1,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 195 WISE COUNTY,0403,403 - ST PAUL,933,24,957,6,,,12,"23,473",758,"24,231",110,20,1,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0101,101 - ROYAL OAK,789,18,807,8,,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0102,102 - RURAL RETREAT,"2,633",49,"2,682",15,,1,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0203,203 - WEST WYTHEVILLE,"3,349",102,"3,451",17,3,5,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0303,303 - EAST WYTHEVILLE,"3,450",132,"3,582",20,3,3,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0401,401 - FORT CHISWELL,"1,590",35,"1,625",6,,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0402,402 - MAX MEADOWS,"1,751",29,"1,780",8,1,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0501,501 - JACKSON MEMORIAL,"1,350",24,"1,374",10,,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0502,502 - SHEFFEY,"1,849",42,"1,891",11,2,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0601,601 - HUDDLE,807,16,823,4,1,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0602,602 - ZION,"1,418",38,"1,456",7,1,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 197 WYTHE COUNTY,0603,603   EVERGREEN,"1,089",19,"1,108",5,1,,11,"20,075",504,"20,579",111,12,9,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0101,101 - QUEENS LAKE,"2,365",84,"2,449",105,21,5,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0102,102 - WALLER MILL,"4,300",165,"4,465",134,62,5,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0103,103 - MAGRUDER,"4,530",235,"4,765",304,13,2,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0201,201 - COVENTRY,"4,448",359,"4,807",520,20,5,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0202,202 - KILN CREEK,"2,473",127,"2,600",125,11,2,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0301,301 - SEAFORD,"3,990",128,"4,118",109,6,3,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0302,302 - YORKTOWN,"3,019",116,"3,135",132,14,3,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0303,303 - EDGEHILL,"3,537",191,"3,728",192,19,9,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0401,401 - HARWOODS MILL,"3,849",121,"3,970",109,14,3,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0402,402 - DARE,"3,938",174,"4,112",125,24,6,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0403,403 - GRAFTON,"2,188",82,"2,270",77,8,,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0501,501 - TABB,"4,082",185,"4,267",177,13,4,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 199 YORK COUNTY,0502,502 - BETHEL,"4,446",307,"4,753",385,22,4,13,"47,165","2,274","49,439","2,494",247,51,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0101,101 - LADREY SENIOR BUILDING,"2,894",259,"3,153",22,45,10,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0102,102 - CITY HALL,"2,828",209,"3,037",22,68,21,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0103,103 - LYLES CROUCH SCHOOL,"3,751",427,"4,178",54,70,49,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0104,104 - DURANT CENTER,"2,934",314,"3,248",33,43,29,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0105,105 - LEE CENTER,"2,651",321,"2,972",38,40,12,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0106,106 - CORA KELLY,"4,091",608,"4,699",54,50,16,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0107,107 - MT VERNON RECREATION CENTER,"4,189",411,"4,600",58,95,32,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0108,108 - GEORGE WASHINGTON MIDDLE SCH,"4,072",388,"4,460",40,77,20,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0109,109 - FIRE DEPARTMENT HEADQUARTERS,"2,531",246,"2,777",50,97,11,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0110,110 - CHARLES HOUSTON CENTER,"3,572",432,"4,004",61,55,11,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0111,111 - POTOMAC YARD,"1,667",283,"1,950",26,25,1,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0112,112 - ALEX RENEW,"2,550",440,"2,990",46,40,10,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0201,201 - NAOMI L. BROOKS SCHOOL,"2,783",189,"2,972",23,60,23,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0202,202 - GEORGE MASON SCHOOL,"2,848",118,"2,966",15,23,21,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0203,203 - CHARLES BARRETT CENTER,"2,666",303,"2,969",29,53,25,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0204,204 - BLESSED SACRAMENT CHURCH,"2,692",140,"2,832",23,32,13,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0205,205 - DOUGLAS MACARTHUR SCHOOL,"3,946",382,"4,328",41,66,21,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0206,206 - CHINQUAPIN PARK RECREATION CTR,"2,983",280,"3,263",28,38,16,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0207,207 - TEMPLE BETH EL SYNAGOGUE,"3,897",262,"4,159",44,52,18,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0208,208 - NOVA ARTS CENTER,"4,216",653,"4,869",70,64,15,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0209,209 - JAMES K POLK SCHOOL,"3,983",367,"4,350",36,48,21,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0210,210 - The Hermitage,"2,292",183,"2,475",20,13,3,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0302,302 - PATRICK HENRY REC CENTER,"3,130",492,"3,622",35,21,21,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0303,303 - CHARLES E BEATLEY LIBRARY,"3,151",344,"3,495",22,28,9,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0304,304 - SAMUEL TUCKER SCHOOL,"3,625",510,"4,135",40,39,16,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0305,305 - JOHN ADAMS SCHOOL,"3,936",589,"4,525",33,28,15,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0306,306 - WILLIAM RAMSAY SCHOOL,"4,224",428,"4,652",42,24,25,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0307,307 - SOUTH PORT,"3,413",287,"3,700",28,26,19,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0308,308 - CAMERON STATION COMMUNITY CTR,"3,509",344,"3,853",94,71,15,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 510 ALEXANDRIA CITY,0309,309 - OLYMPUS CONDO,"2,443",392,"2,835",15,24,13,30,"97,467","10,601","108,068","1,142","1,415",531,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 520 BRISTOL CITY,0001,001 - FIRST WARD,"2,192",179,"2,371",10,2,,4,"11,063",834,"11,897",75,11,8,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 520 BRISTOL CITY,0002,002 - SECOND WARD,"2,636",238,"2,874",24,6,4,4,"11,063",834,"11,897",75,11,8,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 520 BRISTOL CITY,0003,003 - THIRD WARD,"2,320",214,"2,534",27,2,2,4,"11,063",834,"11,897",75,11,8,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 520 BRISTOL CITY,0004,004 - FOURTH WARD,"3,915",203,"4,118",14,1,2,4,"11,063",834,"11,897",75,11,8,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 530 BUENA VISTA CITY,0001,001 - FIRST WARD,"2,098",90,"2,188",7,2,1,2,"4,039",288,"4,327",20,8,2,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 530 BUENA VISTA CITY,0002,002 - SECOND WARD,"1,941",198,"2,139",13,6,1,2,"4,039",288,"4,327",20,8,2,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0101,101 - Key Recreation,"3,845",281,"4,126",16,44,26,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0102,102 - CLARK,"4,175",226,"4,401",25,26,15,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0201,201 - CARVER,"3,611",345,"3,956",24,51,19,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0202,202 - WALKER,"4,144",153,"4,297",25,51,29,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0301,301 - BENJAMIN TONSLER,"3,566",270,"3,836",23,35,8,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0302,302 - JOHNSON,"4,245",283,"4,528",28,44,12,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0303,303 - BUFORD,"2,220",253,"2,473",17,30,19,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0401,401 - VENABLE,"2,520",427,"2,947",12,20,12,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 540 CHARLOTTESVILLE CITY,0402,402 - ALUMNI HALL,"2,764",355,"3,119",15,38,38,9,"31,090","2,593","33,683",185,339,178,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0001,001 - GREAT BRIDGE,"2,794",122,"2,916",102,6,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0002,002 - BETHEL,"2,658",117,"2,775",156,3,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0003,003 - CAMELOT,"2,382",134,"2,516",90,8,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0004,004 - CHURCHLAND,"2,430",115,"2,545",81,7,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0005,005 - CRESTWOOD,"2,728",172,"2,900",126,9,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0006,006 - DEEP CREEK,"2,821",163,"2,984",170,1,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0007,007 - GREENBRIER,"2,469",166,"2,635",102,11,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0008,008 - SOUTH NORFOLK RECREATION,"3,230",185,"3,415",150,2,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0009,009 - BELLS MILL,"3,792",164,"3,956",197,16,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0010,010 - OSCAR SMITH,"1,510",87,"1,597",56,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0011,011 - GENEVA PARK,"2,673",218,"2,891",79,1,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0012,012 - GEORGETOWN,"2,269",128,"2,397",74,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0013,013 - GILMERTON,"2,368",159,"2,527",107,4,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0014,014 - GRASSFIELD,"3,818",252,"4,070",203,20,5,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0015,015 - GREENBRIER MIDDLE SCHOOL,"3,283",373,"3,656",157,9,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0016,016 - HICKORY GROVE,"2,952",116,"3,068",108,8,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0017,017 - INDIAN CREEK,"2,035",88,"2,123",78,9,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0018,018 - INDIAN RIVER,"2,400",159,"2,559",108,1,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0019,019 - JOLLIFF,"1,777",99,"1,876",98,6,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0020,020 - E W CHITTUM,"2,830",114,"2,944",114,9,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0021,021 - FELLOWSHIP,"2,792",149,"2,941",90,4,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0022,022 - NORFOLK HIGHLANDS,"1,918",102,"2,020",75,1,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0023,023 - OAK GROVE,"3,070",186,"3,256",113,8,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0024,024 - OAKLETTE,"2,748",183,"2,931",92,2,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0025,025 - ST JULIANS,"2,429",199,"2,628",78,1,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0026,026 - JOHNSON PARK,"1,484",124,"1,608",61,3,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0027,027 - SILVERWOOD,"2,723",133,"2,856",108,6,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0028,028 - SUNRAY I,485,20,505,30,,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0029,029 - TANGLEWOOD,"2,276",97,"2,373",98,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0030,030 - SOUTH NORFOLK,"1,393",74,"1,467",49,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0031,031 - CARVER SCHOOL,"3,534",217,"3,751",104,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0032,032 - PROVIDENCE,"3,849",253,"4,102",115,4,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0033,033 - WESTOVER,"1,589",134,"1,723",54,2,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0034,034 - HICKORY MIDDLE SCHOOL,"3,451",179,"3,630",132,15,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0035,035 - TAYLOR ROAD,"1,904",156,"2,060",73,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0036,036 - GREAT BRIDGE BAPTIST CHURCH,"2,715",209,"2,924",106,6,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0037,037 - BRIDGETOWN,"2,830",142,"2,972",170,11,3,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0038,038 - BAILEY CREEK,"2,278",99,"2,377",69,8,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0039,039 - LAKE DRUMMOND,"2,013",118,"2,131",94,6,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0041,041 - JOHN T WEST,"4,304",235,"4,539",311,11,3,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0042,042 - PARKWAYS,"2,494",173,"2,667",112,4,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0043,043 - PLEASANT CROSSING,"2,472",93,"2,565",65,12,4,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0044,044 - NANSEMOND,"2,217",114,"2,331",113,6,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0045,045 - SUNRAY II,"1,087",64,"1,151",55,2,,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0046,046 - BELLS MILL II,"2,403",118,"2,521",142,5,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0048,048 - JOLLIFF MIDDLE SCHOOL,"3,198",251,"3,449",190,4,4,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0049,049 - WATERWAY,"2,519",159,"2,678",173,11,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0050,050 - RIVER WALK,"2,783",188,"2,971",161,12,1,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 550 CHESAPEAKE CITY,0051,051 - COOPERS WAY,"4,198",260,"4,458",264,11,2,63,"162,528","9,984","172,512","7,641",387,68,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
